Pathway	PathAnnotation	HypergeoPval	NumGene_inPathway	NumGenes_inbg	PropPathway	NumEdgesformed_inbg	Enriched_Edgesize
KEGG:04722	Neurotrophin signaling pathway	0.787395	130	80	0.615385	122	1
KEGG:04810	Regulation of actin cytoskeleton	0.781414	218	131	0.600917	227	2
KEGG:04920	Adipocytokine signaling pathway	0.333557	70	41	0.585714	32	1
KEGG:05016	Huntington's disease	0.981054	195	135	0.692308	312	1
KEGG:05100	Bacterial invasion of epithelial cells	0.212572	79	55	0.696203	126	3
KEGG:05134	Legionellosis	0.152598	55	44	0.8	55	2
KEGG:05145	Toxoplasmosis	0.746014	135	84	0.622222	108	1
KEGG:05146	Amoebiasis	0.206722	109	68	0.623853	67	2
KEGG:05152	Tuberculosis	0.725902	177	108	0.610169	102	1
KEGG:05161	Hepatitis B	0.0648419	146	92	0.630137	170	5
KEGG:05162	Measles	0.795345	134	78	0.58209	125	1
KEGG:05164	Influenza A	0.845258	175	111	0.634286	147	1
KEGG:05166	HTLV-I infection	0.300111	259	154	0.594595	152	3
KEGG:05169	Epstein-Barr virus infection	0.113704	201	149	0.741294	383	8
KEGG:05200	Pathways in cancer	0.277108	401	242	0.603491	489	8
KEGG:05203	Viral carcinogenesis	0.540359	206	131	0.635922	225	3
KEGG:05205	Proteoglycans in cancer	0.38365	204	138	0.676471	249	4
KEGG:05210	Colorectal cancer	0.0112754	62	42	0.677419	13	2
KEGG:05212	Pancreatic cancer	0.215948	70	52	0.742857	69	2
KEGG:05213	Endometrial cancer	0.271678	52	35	0.673077	25	1
KEGG:05215	Prostate cancer	0.271799	89	60	0.674157	81	2
KEGG:05216	Thyroid cancer	0.13018	29	19	0.655172	11	1
KEGG:05220	Chronic myeloid leukemia	0.642141	73	51	0.69863	81	1
KEGG:05222	Small cell lung cancer	0.21133	89	63	0.707865	68	2
KEGG:05321	Inflammatory bowel disease (IBD)	0.544537	65	35	0.538462	62	1
KEGG:05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	0.442007	74	44	0.594595	46	1
Methionine and cysteine metabolism	Methionine and cysteine metabolism	0.603888	78	50	0.641026	73	1
PA153627758	Anti-diabetic Drug Potassium Channel Inhibitors Pathway, Pharmacodynamics	0.03732	28	14	0.5	3	1
PA162356267	EGFR Inhibitor Pathway, Pharmacodynamics	0.215948	67	41	0.61194	69	2
PROSYN-PWY	proline biosynthesis	0.03732	4	4	1	3	1
Pathway_Alpha6Beta4Integrin	Alpha6Beta4Integrin	0.00230429	71	56	0.788732	106	6
Pathway_AndrogenReceptor	AndrogenReceptor	0.00913075	143	101	0.706294	184	7
Pathway_BCR	BCR	0.024801	129	88	0.682171	130	5
Pathway_EGFR1	EGFR1	0.325624	453	319	0.704194	959	14
Pathway_Fibroblast__growth__factor-1	Fibroblast growth factor-1	0.00957645	74	60	0.810811	102	5
Pathway_Gastrin	Gastrin	0.0307338	41	31	0.756098	54	3
Pathway_IL2	IL2	0.722399	76	56	0.736842	101	1
Pathway_IL3	IL3	0.462847	51	34	0.666667	49	1
Pathway_IL4	IL4	0.567083	63	47	0.746032	66	1
Pathway_IL5	IL5	0.170346	48	37	0.770833	59	2
Pathway_IL6	IL6	0.711619	74	59	0.797297	98	1
Pathway_KitReceptor	KitReceptor	0.561553	71	51	0.71831	65	1
Pathway_Leptin	Leptin	0.0124794	62	50	0.806452	71	4
Pathway_Notch	Notch	0.442007	59	38	0.644068	46	1
Pathway_Prolactin	Prolactin	0.209312	70	53	0.757143	125	3
Pathway_RAGE	RAGE	0.532829	45	40	0.888889	60	1
Pathway_TCR	TCR	0.812576	244	155	0.635246	346	3
Pathway_TGF_beta_Receptor	TGF_beta_Receptor	0.807942	174	127	0.729885	130	1
Pathway_TNFalpha	TNFalpha	0.905323	234	177	0.75641	534	4
Pathway_Wnt	Wnt	0.107839	70	35	0.5	9	1
Purine metabolism	Purine metabolism	0.86715	224	144	0.642857	159	1
R-HSA-109581	Apoptosis	0.0689541	112	87	0.776786	122	4
R-HSA-109582	Hemostasis	0.986499	493	279	0.565923	495	2
R-HSA-109606	Intrinsic Pathway for Apoptosis	0.298871	38	32	0.842105	28	1
R-HSA-109688	Cleavage of Growing Transcript in the Termination Region 	0.48943	44	39	0.886364	53	1
R-HSA-111447	Activation of BAD and translocation to mitochondria 	0.243432	15	13	0.866667	22	1
R-HSA-112296	Post-Elongation Processing of Intron-Containing pre-mRNA	0.434882	35	31	0.885714	45	1
R-HSA-112399	IRS-mediated signalling	0.289833	235	122	0.519149	149	3
R-HSA-112412	SOS-mediated signalling	0.199601	185	97	0.524324	122	3
R-HSA-114452	Activation of BH3-only proteins	0.243432	25	19	0.76	22	1
R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	0.143869	120	71	0.591667	53	2
R-HSA-1227986	Signaling by ERBB2	0.422776	277	152	0.548736	188	3
R-HSA-1236394	Signaling by ERBB4	0.286413	263	143	0.543726	148	3
R-HSA-1250196	SHC1 events in ERBB2 signaling	0.199601	185	97	0.524324	122	3
R-HSA-1250347	SHC1 events in ERBB4 signaling	0.199601	185	97	0.524324	122	3
R-HSA-1266738	Developmental Biology	0.876819	586	295	0.503413	602	5
R-HSA-1268020	Mitochondrial protein import	0.0717847	54	42	0.777778	35	2
R-HSA-1280215	Cytokine Signaling in Immune system	0.657383	376	199	0.529255	443	5
R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	0.987718	155	113	0.729032	346	1
R-HSA-1430728	Metabolism	0.691283	1481	791	0.534099	1065	12
R-HSA-1433557	Signaling by SCF-KIT	0.452494	264	144	0.545455	197	3
R-HSA-1445148	Translocation of GLUT4 to the plasma membrane	0.280857	34	23	0.676471	26	1
R-HSA-1474244	Extracellular matrix organization	0.842341	264	166	0.628788	261	2
R-HSA-1500931	Cell-Cell communication	0.715258	128	71	0.554688	99	1
R-HSA-1566948	Elastic fibre formation	0.0212185	36	27	0.75	18	2
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	1	117	98	0.837607	1879	2
R-HSA-156842	Eukaryotic Translation Elongation	1	101	81	0.80198	1795	1
R-HSA-156902	Peptide chain elongation	1	96	78	0.8125	1765	1
R-HSA-157279	3, -UTR-mediated translational regulation	1	117	98	0.837607	1879	2
R-HSA-157579	Telomere Maintenance	0.761643	81	42	0.518519	113	1
R-HSA-1640170	Cell Cycle	0.827224	502	334	0.665339	1820	19
R-HSA-1643685	Disease	0.999755	483	300	0.621118	652	1
R-HSA-166520	Signalling by NGF	0.130152	386	222	0.57513	396	8
R-HSA-167044	Signalling to RAS	0.209312	194	102	0.525773	125	3
R-HSA-168249	Innate Immune System	0.248515	709	357	0.503526	756	12
R-HSA-169893	Prolonged ERK activation events	0.259193	192	101	0.526042	140	3
R-HSA-170968	Frs2-mediated activation	0.235678	190	100	0.526316	133	3
R-HSA-170984	ARMS-mediated activation	0.219125	189	98	0.518519	128	3
R-HSA-171319	Telomere Extension By Telomerase	0.107839	6	5	0.833333	9	1
R-HSA-177929	Signaling by EGFR	0.160221	292	163	0.558219	227	5
R-HSA-179812	GRB2 events in EGFR signaling	0.199601	185	97	0.524324	122	3
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	1	119	96	0.806723	1735	1
R-HSA-180336	SHC1 events in EGFR signaling	0.199601	185	97	0.524324	122	3
R-HSA-180786	Extension of Telomeres	0.718851	29	26	0.896552	100	1
R-HSA-1834941	STING mediated induction of host immune responses	0.00666965	17	11	0.647059	10	2
R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	0.0322113	49	33	0.673469	55	3
R-HSA-1852241	Organelle biogenesis and maintenance	0.561453	293	180	0.614334	397	5
R-HSA-186763	Downstream signal transduction	0.506772	279	152	0.544803	214	3
R-HSA-186797	Signaling by PDGF	0.549288	301	162	0.538206	228	3
R-HSA-187037	NGF signalling via TRKA from the plasma membrane	0.380812	310	173	0.558065	248	4
R-HSA-187687	Signalling to ERKs	0.269366	201	107	0.532338	143	3
R-HSA-187706	Signalling to p38 via RIT and RIN	0.199601	189	98	0.518519	122	3
R-HSA-190236	Signaling by FGFR	0.310406	274	146	0.532847	155	3
R-HSA-193704	p75 NTR receptor-mediated signalling	0.390184	83	54	0.650602	39	1
R-HSA-194138	Signaling by VEGF	0.702501	274	156	0.569343	287	3
R-HSA-194315	Signaling by Rho GTPases	0.879069	404	241	0.596535	503	4
R-HSA-195258	RHO GTPase Effectors	0.921492	289	193	0.66782	447	3
R-HSA-1963640	GRB2 events in ERBB2 signaling	0.199601	185	97	0.524324	122	3
R-HSA-199991	Membrane Trafficking	0.935656	157	107	0.681529	216	1
R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	0.214093	14	11	0.785714	19	1
R-HSA-2129379	Molecules associated with elastic fibres	0.13018	31	24	0.774194	11	1
R-HSA-2172127	DAP12 interactions	0.39591	298	156	0.52349	180	3
R-HSA-2262752	Cellular responses to stress	0.0337121	367	220	0.599455	404	10
R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.289833	239	124	0.518828	149	3
R-HSA-2424491	DAP12 signaling	0.378948	282	154	0.546099	175	3
R-HSA-2428924	IGF1R signaling cascade	0.289833	239	124	0.518828	149	3
R-HSA-2428928	IRS-related events triggered by IGF1R	0.289833	239	124	0.518828	149	3
R-HSA-2559583	Cellular Senescence	0.0193825	181	102	0.563536	81	4
R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	0.000223679	27	22	0.814815	10	3
R-HSA-2586552	Signaling by Leptin	0.289833	193	101	0.523316	149	3
R-HSA-2682334	EPH-Ephrin signaling	0.608885	77	48	0.623377	74	1
R-HSA-2990846	SUMOylation	0.752385	79	62	0.78481	110	1
R-HSA-3065678	SUMO is transferred from E1 to E2 (UBE2I, UBC9)	0.03732	6	6	1	3	1
R-HSA-3215018	Processing and activation of SUMO	0.03732	9	9	1	3	1
R-HSA-3270619	IRF3-mediated induction of type I IFN	0.00538046	14	9	0.642857	9	2
R-HSA-3299685	Detoxification of Reactive Oxygen Species	0.162647	26	19	0.730769	14	1
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	0.476482	80	62	0.775	127	2
R-HSA-3371511	HSF1 activation	0.243432	31	19	0.612903	22	1
R-HSA-3371556	Cellular response to heat stress	0.672761	98	75	0.765306	183	2
R-HSA-3371568	Attenuation phase	0.214093	28	18	0.642857	19	1
R-HSA-3371571	HSF1-dependent transactivation	0.262382	36	23	0.638889	24	1
R-HSA-354192	Integrin alphaIIb beta3 signaling	0.090372	27	23	0.851852	40	2
R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 	0.214093	15	15	1	19	1
R-HSA-3700989	Transcriptional Regulation by TP53	0.476307	76	47	0.618421	51	1
R-HSA-372708	p130Cas linkage to MAPK signaling for integrins	0.193905	15	14	0.933333	17	1
R-HSA-375165	NCAM signaling for neurite out-growth	0.225718	223	112	0.502242	130	3
R-HSA-383280	Nuclear Receptor transcription pathway	0.0494483	51	31	0.607843	4	1
R-HSA-391160	Signal regulatory protein (SIRP) family interactions	0.0964547	13	10	0.769231	8	1
R-HSA-392499	Metabolism of proteins	1	687	423	0.615721	2692	8
R-HSA-392517	Rap1 signalling	0.03732	16	9	0.5625	3	1
R-HSA-3928662	EPHB-mediated forward signaling	0.427666	42	32	0.761905	44	1
R-HSA-3928663	EPHA-mediated growth cone collapse	0.193905	34	19	0.558824	17	1
R-HSA-418885	DCC mediated attractive signaling	0.03732	15	10	0.666667	3	1
R-HSA-422475	Axon guidance	0.803685	459	241	0.525054	534	5
R-HSA-4420097	VEGFA-VEGFR2 Pathway	0.700272	266	149	0.56015	286	3
R-HSA-446203	Asparagine N-linked glycosylation	0.358442	118	70	0.59322	35	1
R-HSA-449147	Signaling by Interleukins	0.364907	270	149	0.551852	315	5
R-HSA-450408	AUF1 (hnRNP D0) destabilizes mRNA	0.107839	7	6	0.857143	9	1
R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	0.0514358	38	32	0.842105	29	2
R-HSA-451927	Interleukin-2 signaling	0.235678	202	104	0.514851	133	3
R-HSA-512988	Interleukin-3, 5 and GM-CSF signaling	0.203207	211	112	0.530806	184	4
R-HSA-5218921	VEGFR2 mediated cell proliferation	0.242361	198	105	0.530303	135	3
R-HSA-5357801	Programmed Cell Death	0.0689541	115	88	0.765217	122	4
R-HSA-5362517	Signaling by Retinoic Acid	0.223997	44	27	0.613636	20	1
R-HSA-5368286	Mitochondrial translation initiation	0.245714	84	74	0.880952	266	5
R-HSA-5368287	Mitochondrial translation	0.28135	90	79	0.877778	281	5
R-HSA-5389840	Mitochondrial translation elongation	0.264582	84	75	0.892857	274	5
R-HSA-5419276	Mitochondrial translation termination	0.250399	84	74	0.880952	268	5
R-HSA-556833	Metabolism of lipids and lipoproteins	0.532829	517	268	0.518375	60	1
R-HSA-5628897	TP53 Regulates Metabolic Genes	0.476307	76	47	0.618421	51	1
R-HSA-5653656	Vesicle-mediated transport	0.252749	195	136	0.697436	269	5
R-HSA-5654687	Downstream signaling of activated FGFR1	0.310406	267	145	0.543071	155	3
R-HSA-5654693	FRS-mediated FGFR1 signaling	0.229029	186	98	0.526882	131	3
R-HSA-5654696	Downstream signaling of activated FGFR2	0.310406	267	145	0.543071	155	3
R-HSA-5654700	FRS-mediated FGFR2 signaling	0.229029	186	98	0.526882	131	3
R-HSA-5654706	FRS-mediated FGFR3 signaling	0.229029	186	98	0.526882	131	3
R-HSA-5654708	Downstream signaling of activated FGFR3	0.310406	267	145	0.543071	155	3
R-HSA-5654712	FRS-mediated FGFR4 signaling	0.229029	186	98	0.526882	131	3
R-HSA-5654716	Downstream signaling of activated FGFR4	0.310406	267	145	0.543071	155	3
R-HSA-5654736	Signaling by FGFR1	0.310406	271	146	0.538745	155	3
R-HSA-5654738	Signaling by FGFR2	0.310406	273	146	0.534799	155	3
R-HSA-5654741	Signaling by FGFR3	0.310406	270	146	0.540741	155	3
R-HSA-5654743	Signaling by FGFR4	0.310406	270	146	0.540741	155	3
R-HSA-5673001	RAF/MAP kinase cascade	0.199601	185	97	0.524324	122	3
R-HSA-5683057	MAPK family signaling cascades	0.148947	225	123	0.546667	162	4
R-HSA-5684996	MAPK1/MAPK3 signaling	0.242361	191	102	0.534031	135	3
R-HSA-5685940	DNA Double Strand Breaks Response	4.30704e-08	8	8	1	17	6
R-HSA-597592	Post-translational protein modification	0.208407	350	184	0.525714	186	4
R-HSA-69242	S Phase	0.98818	79	68	0.860759	349	1
R-HSA-69278	Cell Cycle, Mitotic	0.999999	432	293	0.678241	1473	3
R-HSA-69473	G2/M DNA damage checkpoint	1.7469e-07	77	40	0.519481	49	8
R-HSA-69481	G2/M Checkpoints	0.0199868	112	67	0.598214	265	8
R-HSA-69620	Cell Cycle Checkpoints	0.0560576	139	86	0.618705	326	8
R-HSA-70263	Gluconeogenesis	0.204063	32	23	0.71875	18	1
R-HSA-70268	Pyruvate metabolism	0.233776	22	14	0.636364	21	1
R-HSA-70326	Glucose metabolism	0.405463	72	54	0.75	41	1
R-HSA-71387	Metabolism of carbohydrates	0.826507	261	147	0.563218	138	1
R-HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle	0.405463	43	32	0.744186	41	1
R-HSA-72163	mRNA Splicing - Major Pathway	0.997721	115	104	0.904348	804	3
R-HSA-72165	mRNA Splicing - Minor Pathway	0.792729	42	38	0.904762	124	1
R-HSA-72172	mRNA Splicing	0.997721	115	104	0.904348	804	3
R-HSA-72187	mRNA 3,-end processing	0.434882	35	31	0.885714	45	1
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	0.993968	146	132	0.90411	969	5
R-HSA-72613	Eukaryotic Translation Initiation	1	125	105	0.84	1887	2
R-HSA-72649	Translation initiation complex formation	0.999342	63	55	0.873016	575	1
R-HSA-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	0.999342	64	56	0.875	575	1
R-HSA-72689	Formation of a pool of free 40S subunits	1	107	88	0.82243	1808	1
R-HSA-72702	Ribosomal scanning and start codon recognition	0.999289	63	55	0.873016	569	1
