Pathway	PathAnnotation	HypergeoPval	NumGene_inPathway	NumGenes_inbg	PropPathway	NumEdgesformed_inbg	Enriched_Edgesize
GO:0071375	cellular response to peptide hormone stimulus	0.299271	26	21	0.807692	19	1
GO:0071456	cellular response to hypoxia	0.364488	110	90	0.818182	116	3
GO:0071479	cellular response to ionizing radiation	0.00854848	28	27	0.964286	23	3
GO:0071897	DNA biosynthetic process	0.155029	27	25	0.925926	9	1
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	0.299271	21	18	0.857143	19	1
GO:0090090	negative regulation of canonical Wnt signaling pathway	0.999994	149	122	0.818792	790	2
GO:0090263	positive regulation of canonical Wnt signaling pathway	0.999995	130	108	0.830769	794	2
GO:0090305	nucleic acid phosphodiester bond hydrolysis	0.0120444	80	60	0.75	26	3
GO:0090399	replicative senescence	0.201169	11	9	0.818182	12	1
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	0.600382	48	41	0.854167	49	1
GO:0097193	intrinsic apoptotic signaling pathway	0.966903	59	54	0.915254	182	1
GO:0098779	mitophagy in response to mitochondrial depolarization	0.286031	135	95	0.703704	18	1
GO:1900034	regulation of cellular response to heat	0.902611	69	65	0.942029	210	2
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	0.740211	26	25	0.961538	72	1
KEGG:00230	Purine metabolism	0.885331	175	136	0.777143	199	2
KEGG:00240	Pyrimidine metabolism	0.96812	106	90	0.849057	184	1
KEGG:01100	Metabolic pathways	0.999987	1130	859	0.760177	1184	6
KEGG:03008	Ribosome biogenesis in eukaryotes	0.907257	91	70	0.769231	127	1
KEGG:03013	RNA transport	0.999987	172	142	0.825581	743	2
KEGG:03015	mRNA surveillance pathway	0.997601	91	78	0.857143	322	1
KEGG:03018	RNA degradation	0.983762	77	68	0.883117	220	1
KEGG:03030	DNA replication	0	36	35	0.972222	290	90
KEGG:03050	Proteasome	0.999937	44	42	0.954545	654	2
KEGG:03410	Base excision repair	0.577295	33	33	1	46	1
KEGG:03420	Nucleotide excision repair	0.24308	47	44	0.93617	180	5
KEGG:03430	Mismatch repair	3.819e-05	23	21	0.913043	109	10
KEGG:04010	MAPK signaling pathway	0.999996	275	203	0.738182	663	1
KEGG:04068	FoxO signaling pathway	0.925871	134	118	0.880597	308	3
KEGG:04110	Cell cycle	0	124	117	0.943548	853	166
KEGG:04114	Oocyte meiosis	2.52465e-09	115	91	0.791304	296	24
KEGG:04115	p53 signaling pathway	4.82202e-05	68	65	0.955882	112	10
KEGG:04120	Ubiquitin mediated proteolysis	0.972783	137	129	0.941606	463	4
KEGG:04151	PI3K-Akt signaling pathway	0.999977	347	256	0.737752	943	4
KEGG:04914	Progesterone-mediated oocyte maturation	0.00151642	89	73	0.820225	202	11
KEGG:05161	Hepatitis B	0.972417	146	120	0.821918	691	7
KEGG:05162	Measles	0.997935	134	103	0.768657	330	1
KEGG:05164	Influenza A	0.982377	175	139	0.794286	411	3
KEGG:05166	HTLV-I infection	0.20401	259	217	0.837838	926	21
KEGG:05168	Herpes simplex infection	0.999994	184	148	0.804348	637	1
KEGG:05169	Epstein-Barr virus infection	1	201	184	0.915423	1225	3
KEGG:05200	Pathways in cancer	0.999966	401	329	0.820449	1900	15
KEGG:05203	Viral carcinogenesis	0.613658	206	164	0.796117	795	14
KEGG:05210	Colorectal cancer	0.579892	62	60	0.967742	162	3
KEGG:05212	Pancreatic cancer	0.791433	70	67	0.957143	226	3
KEGG:05214	Glioma	0.931274	65	56	0.861538	143	1
KEGG:05215	Prostate cancer	0.790331	89	77	0.865169	356	5
KEGG:05218	Melanoma	0.867616	71	50	0.704225	108	1
KEGG:05219	Bladder cancer	0.754402	45	41	0.911111	75	1
KEGG:05220	Chronic myeloid leukemia	0.984038	73	68	0.931507	326	2
KEGG:05222	Small cell lung cancer	0.783939	89	80	0.898876	223	3
KEGG:05223	Non-small cell lung cancer	0.910667	56	51	0.910714	129	1
PWY66-409	superpathway of purine nucleotide salvage	0.622208	57	50	0.877193	52	1
Pathway_AndrogenReceptor	AndrogenReceptor	1	143	134	0.937063	915	1
Pathway_EGFR1	EGFR1	1	453	419	0.924945	2751	1
Pathway_TCR	TCR	0.999999	244	215	0.881148	1014	3
Pathway_TGF_beta_Receptor	TGF_beta_Receptor	0.999967	174	168	0.965517	1024	5
Pathway_TNFalpha	TNFalpha	0.989628	234	227	0.970085	1703	20
R-HSA-109581	Apoptosis	0.997973	112	109	0.973214	331	1
R-HSA-109582	Hemostasis	1	493	402	0.815416	1224	1
R-HSA-109606	Intrinsic Pathway for Apoptosis	0.908978	38	37	0.973684	128	1
R-HSA-109970	Global Genomic NER (GG-NER)	0.122691	35	35	1	141	5
R-HSA-109977	Repair synthesis for gap-filling by DNA polymerase in TC-NER	0.00589712	15	15	1	62	5
R-HSA-109979	Gap-filling DNA repair synthesis and ligation in TC-NER	0.00630939	16	16	1	63	5
R-HSA-110312	Translesion synthesis by REV1	0.0402828	16	16	1	41	3
R-HSA-110313	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	0.00480628	37	36	0.972973	84	6
R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex	0.0374719	28	28	1	99	5
R-HSA-110320	Translesion Synthesis by POLH	0.0536373	19	19	1	46	3
R-HSA-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	0.000112377	22	22	1	79	8
R-HSA-111448	Activation of NOXA and translocation to mitochondria	0.0893384	4	4	1	5	1
R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	0.312266	12	11	0.916667	20	1
R-HSA-113510	E2F mediated regulation of DNA replication	0.00433151	21	20	0.952381	36	4
R-HSA-114452	Activation of BH3-only proteins	0.7252	25	24	0.96	69	1
R-HSA-1266738	Developmental Biology	1	586	445	0.759386	1799	2
R-HSA-1280218	Adaptive Immune System	1	612	437	0.714052	1834	5
R-HSA-139915	Activation of PUMA and translocation to mitochondria	0.0893384	4	4	1	5	1
R-HSA-141405	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	0.195317	19	18	0.947368	123	4
R-HSA-141430	Inactivation of APC/C via direct inhibition of the APC/C complex	0.195317	19	18	0.947368	123	4
R-HSA-1430728	Metabolism	1	1481	1122	0.757596	2008	2
R-HSA-1538133	G0 and Early G1	0.499721	18	18	1	37	1
R-HSA-156711	Polo-like kinase mediated events	0.000450724	16	16	1	20	4
R-HSA-157118	Signaling by NOTCH	0.969292	107	87	0.813084	186	1
R-HSA-157579	Telomere Maintenance	2.88848e-05	81	49	0.604938	176	13
R-HSA-15869	Metabolism of nucleotides	0.418897	80	68	0.85	29	1
R-HSA-162582	Signal Transduction	1	2334	1317	0.564267	8926	91
R-HSA-162587	HIV Life Cycle	0.564816	142	137	0.964789	659	12
R-HSA-162599	Late Phase of HIV Life Cycle	0.963458	129	124	0.96124	592	6
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	0.0477071	14	14	1	19	2
R-HSA-162906	HIV Infection	0.808405	182	176	0.967033	801	12
R-HSA-162909	Host Interactions of HIV factors	0.843879	87	84	0.965517	250	3
R-HSA-1640170	Cell Cycle	0	502	432	0.860558	3997	738
R-HSA-1643685	Disease	0.999997	483	398	0.824017	1937	13
R-HSA-165054	Rev-mediated nuclear export of HIV RNA	0.429191	32	31	0.96875	129	3
R-HSA-168249	Innate Immune System	1	709	509	0.717913	2670	3
R-HSA-168256	Immune System	1	1174	834	0.710392	5270	13
R-HSA-174048	APC/C:Cdc20 mediated degradation of Cyclin B	0.0131705	22	21	0.954545	104	6
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	0.0546027	10	10	1	3	1
R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	1.11022e-16	39	38	0.974359	214	29
R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	0.223938	21	20	0.952381	88	3
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	0.0126032	25	24	0.96	103	6
R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	0.00141169	26	25	0.961538	142	9
R-HSA-174411	Polymerase switching on the C-strand of the telomere	0.00035671	14	14	1	51	6
R-HSA-174414	Processive synthesis on the C-strand of the telomere	0.418897	12	12	1	29	1
R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	2.23662e-06	23	23	1	98	11
R-HSA-174437	Removal of the Flap Intermediate from the C-strand	0.385329	10	10	1	26	1
R-HSA-176187	Activation of ATR in response to replication stress	0	37	36	0.972973	227	71
R-HSA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	0.469122	18	17	0.944444	85	2
R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	5.40181e-10	34	33	0.970588	189	20
R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	2.37372e-09	29	28	0.965517	165	18
R-HSA-176412	Phosphorylation of the APC/C	0.4872	18	17	0.944444	88	2
R-HSA-176417	Phosphorylation of Emi1	2.31434e-10	6	6	1	11	7
R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	1.49877e-11	30	29	0.966667	173	21
R-HSA-176974	Unwinding of DNA	0	12	12	1	65	35
R-HSA-177243	Interactions of Rev with host cellular proteins	0.532398	36	35	0.972222	151	3
R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A	0.0883418	24	23	0.958333	127	5
R-HSA-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	0.000405786	27	26	0.962963	145	10
R-HSA-180786	Extension of Telomeres	1.23164e-05	29	29	1	139	12
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	0.299271	15	15	1	19	1
R-HSA-1912408	Pre-NOTCH Transcription and Translation	0.385329	19	15	0.789474	26	1
R-HSA-1912422	Pre-NOTCH Expression and Processing	0.407916	32	24	0.75	28	1
R-HSA-194315	Signaling by Rho GTPases	7.38587e-12	404	322	0.79703	1185	60
R-HSA-194840	Rho GTPase cycle	0.831123	125	102	0.816	95	1
R-HSA-195258	RHO GTPase Effectors	2.46943e-06	289	230	0.795848	918	39
R-HSA-212165	Epigenetic regulation of gene expression	0.777888	127	83	0.653543	286	4
R-HSA-2262752	Cellular responses to stress	0.993954	367	301	0.820163	1559	17
R-HSA-2467813	Separation of Sister Chromatids	3.45279e-14	119	111	0.932773	482	39
R-HSA-2500257	Resolution of Sister Chromatid Cohesion	0	101	94	0.930693	385	61
R-HSA-2514853	Condensation of Prometaphase Chromosomes	0	12	11	0.916667	26	16
R-HSA-2555396	Mitotic Metaphase and Anaphase	1.52101e-14	131	123	0.938931	517	41
R-HSA-2559580	Oxidative Stress Induced Senescence	0.416299	121	77	0.636364	177	4
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	0.954488	108	65	0.601852	165	1
R-HSA-2559583	Cellular Senescence	0.112114	181	134	0.740331	523	14
R-HSA-2559585	Oncogene Induced Senescence	0.642843	30	28	0.933333	55	1
R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	0.223478	27	26	0.962963	48	2
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	0.545651	81	78	0.962963	154	3
R-HSA-2980766	Nuclear Envelope Breakdown	0.0883418	50	49	0.98	127	5
R-HSA-2980767	Activation of NIMA Kinases NEK9, NEK6, NEK7	0.00893493	7	7	1	8	2
R-HSA-3247509	Chromatin modifying enzymes	1	253	200	0.790514	1130	1
R-HSA-3301854	Nuclear Pore Complex (NPC) Disassembly	0.293646	33	32	0.969697	102	3
R-HSA-3371556	Cellular response to heat stress	0.997315	98	88	0.897959	316	1
R-HSA-373755	Semaphorin interactions	0.444434	67	59	0.880597	81	2
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	0.923099	73	69	0.945205	137	1
R-HSA-380287	Centrosome maturation	0.923099	73	69	0.945205	137	1
R-HSA-382551	Transmembrane transport of small molecules	0.989644	579	331	0.571675	244	1
R-HSA-392499	Metabolism of proteins	1	687	542	0.788937	3266	2
R-HSA-422475	Axon guidance	1	459	351	0.764706	1042	2
R-HSA-453274	Mitotic G2-G2/M phases	0.00719016	117	113	0.965812	283	12
R-HSA-453276	Regulation of mitotic cell cycle	1.11022e-16	39	38	0.974359	214	29
R-HSA-453279	Mitotic G1-G1/S phases	0	84	81	0.964286	423	98
R-HSA-4839726	Chromatin organization	1	253	200	0.790514	1130	1
R-HSA-5357801	Programmed Cell Death	0.998441	115	112	0.973913	345	1
R-HSA-5358508	Mismatch Repair	0.209833	15	15	1	46	2
R-HSA-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	0.169538	14	14	1	40	2
R-HSA-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	0.176167	14	14	1	41	2
R-HSA-5651801	PCNA-Dependent Long Patch Base Excision Repair	5.77985e-05	19	19	1	72	8
R-HSA-5655862	Translesion synthesis by POLK	0.0402828	17	17	1	41	3
R-HSA-5656121	Translesion synthesis by POLI	0.045397	17	17	1	43	3
R-HSA-5656169	Termination of translesion DNA synthesis	0.00255917	30	29	0.966667	74	6
R-HSA-5663205	Infectious disease	0.937742	249	233	0.935743	951	12
R-HSA-5663220	RHO GTPases Activate Formins	1.22125e-15	115	108	0.93913	329	34
R-HSA-68867	Assembly of the pre-replicative complex	0	20	20	1	77	39
R-HSA-68874	M/G1 Transition	0	35	34	0.971429	161	49
R-HSA-68875	Mitotic Prophase	0.14461	139	95	0.683453	233	7
R-HSA-68877	Mitotic Prometaphase	0	110	102	0.927273	470	112
R-HSA-68882	Mitotic Anaphase	5.4623e-14	130	122	0.938462	513	40
R-HSA-68886	M Phase	0	258	205	0.794574	1017	164
R-HSA-68911	G2 Phase	0.0546027	5	5	1	3	1
R-HSA-68949	Orc1 removal from chromatin	0	26	26	1	99	42
R-HSA-68962	Activation of the pre-replicative complex	0	30	29	0.966667	159	48
R-HSA-69002	DNA Replication Pre-Initiation	0	35	34	0.971429	161	49
R-HSA-69052	Switching of origins to a post-replicative state	0	26	26	1	99	42
R-HSA-69091	Polymerase switching	0.00035671	14	14	1	51	6
R-HSA-69109	Leading Strand Synthesis	0.00035671	14	14	1	51	6
R-HSA-69166	Removal of the Flap Intermediate	0.189539	14	14	1	43	2
R-HSA-69183	Processive synthesis on the lagging strand	0.216646	16	16	1	47	2
R-HSA-69186	Lagging Strand Synthesis	1.1875e-06	21	21	1	92	11
R-HSA-69190	DNA strand elongation	0	33	33	1	275	90
R-HSA-69202	Cyclin E associated events during G1/S transition 	0.124596	22	22	1	33	2
R-HSA-69206	G1/S Transition	0	60	58	0.966667	298	95
R-HSA-69231	Cyclin D associated events in G1	0.7353	38	36	0.947368	71	1
R-HSA-69236	G1 Phase	0.7353	38	36	0.947368	71	1
R-HSA-69239	Synthesis of DNA	0	54	54	1	379	111
R-HSA-69242	S Phase	0	79	79	1	540	142
R-HSA-69273	Cyclin A/B1 associated events during G2/M transition	1.8486e-07	22	22	1	47	9
R-HSA-69275	G2/M Transition	0.0172615	115	111	0.965217	282	11
R-HSA-69278	Cell Cycle, Mitotic	0	432	372	0.861111	2956	667
R-HSA-69300	Removal of licensing factors from origins	0	28	28	1	107	50
R-HSA-69304	Regulation of DNA replication	0	28	28	1	107	50
R-HSA-69306	DNA Replication	0	59	58	0.983051	394	123
R-HSA-69473	G2/M DNA damage checkpoint	0.908978	77	51	0.662338	128	1
R-HSA-69478	G2/M DNA replication checkpoint	0.0546027	5	5	1	3	1
R-HSA-69481	G2/M Checkpoints	0	112	85	0.758929	467	104
R-HSA-69563	p53-Dependent G1 DNA Damage Response	0.215983	13	13	1	13	1
R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	0.215983	13	13	1	13	1
R-HSA-69615	G1/S DNA Damage Checkpoints	0.0432055	16	16	1	18	2
R-HSA-69618	Mitotic Spindle Checkpoint	0.210591	20	19	0.95	127	4
R-HSA-69620	Cell Cycle Checkpoints	0	139	111	0.798561	792	163
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	0.124596	23	23	1	33	2
R-HSA-71291	Metabolism of amino acids and derivatives	0.299271	150	115	0.766667	19	1
