Pathway	PathAnnotation	HypergeoPval	NumGene_inPathway	NumGenes_inbg	PropPathway	NumEdgesformed_inbg	Enriched_Edgesize
KEGG:05223	Non-small cell lung cancer	0.000462302	56	51	0.910714	129	2
KEGG:05230	Central carbon metabolism in cancer	0.000169473	67	59	0.880597	78	2
PA162356267	EGFR Inhibitor Pathway, Pharmacodynamics	0.0477405	67	59	0.880597	202	1
Pathway_Alpha6Beta4Integrin	Alpha6Beta4Integrin	3.76645e-05	71	66	0.929577	263	3
Pathway_AndrogenReceptor	AndrogenReceptor	0.199135	143	134	0.937063	915	1
Pathway_EGFR1	EGFR1	1.88738e-15	453	419	0.924945	2751	14
Pathway_IL6	IL6	0.000140804	74	71	0.959459	411	3
Pathway_Leptin	Leptin	0.0596659	62	58	0.935484	254	1
Pathway_Oncostatin_M	Oncostatin_M	0.0424189	38	37	0.973684	179	1
Pathway_Prolactin	Prolactin	0.00264179	70	63	0.9	312	2
Pathway_TGF_beta_Receptor	TGF_beta_Receptor	0.220107	174	168	0.965517	1024	1
R-HSA-109582	Hemostasis	0.0354962	493	402	0.815416	1224	2
R-HSA-112399	IRS-mediated signalling	0.116714	235	190	0.808511	512	1
R-HSA-112412	SOS-mediated signalling	0.0628516	185	144	0.778378	268	1
R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	0.00193268	120	97	0.808333	266	2
R-HSA-1227986	Signaling by ERBB2	7.12763e-14	277	221	0.797834	673	9
R-HSA-1236394	Signaling by ERBB4	0.00978695	263	211	0.802281	614	2
R-HSA-1250196	SHC1 events in ERBB2 signaling	0.0628516	185	144	0.778378	268	1
R-HSA-1250342	PI3K events in ERBB4 signaling	0.000455205	98	78	0.795918	128	2
R-HSA-1250347	SHC1 events in ERBB4 signaling	0.0628516	185	144	0.778378	268	1
R-HSA-1251932	PLCG1 events in ERBB2 signaling	1.57053e-05	37	27	0.72973	24	2
R-HSA-1257604	PIP3 activates AKT signaling	0.000455205	98	78	0.795918	128	2
R-HSA-1266738	Developmental Biology	1.09434e-08	586	445	0.759386	1799	8
R-HSA-1280215	Cytokine Signaling in Immune system	0.256841	376	286	0.760638	1222	1
R-HSA-1280218	Adaptive Immune System	7.96891e-05	612	437	0.714052	1834	5
R-HSA-1306955	GRB7 events in ERBB2 signaling	1.71261e-07	5	5	1	3	2
R-HSA-1433557	Signaling by SCF-KIT	3.2044e-10	264	216	0.818182	680	7
R-HSA-162582	Signal Transduction	9.32349e-11	2334	1317	0.564267	8926	16
R-HSA-1643685	Disease	3.99157e-07	483	398	0.824017	1937	7
R-HSA-166520	Signalling by NGF	0.000179747	386	317	0.821244	1159	4
R-HSA-167044	Signalling to RAS	0.0673844	194	153	0.78866	288	1
R-HSA-168249	Innate Immune System	1.28608e-08	709	509	0.717913	2670	9
R-HSA-168256	Immune System	3.36446e-08	1174	834	0.710392	5270	11
R-HSA-169893	Prolonged ERK activation events	0.0709952	192	151	0.786458	304	1
R-HSA-170968	Frs2-mediated activation	0.0678365	190	149	0.784211	290	1
R-HSA-170984	ARMS-mediated activation	0.0653473	189	148	0.783069	279	1
R-HSA-177929	Signaling by EGFR	0.000741514	292	235	0.804795	727	3
R-HSA-179812	GRB2 events in EGFR signaling	0.0628516	185	144	0.778378	268	1
R-HSA-180292	GAB1 signalosome	0.00065717	102	82	0.803922	154	2
R-HSA-180336	SHC1 events in EGFR signaling	0.0628516	185	144	0.778378	268	1
R-HSA-186763	Downstream signal transduction	4.53239e-10	279	225	0.806452	715	7
R-HSA-186797	Signaling by PDGF	5.6923e-10	301	240	0.797342	739	7
R-HSA-187037	NGF signalling via TRKA from the plasma membrane	3.57057e-05	310	251	0.809677	761	4
R-HSA-187687	Signalling to ERKs	0.0754896	201	159	0.791045	324	1
R-HSA-187706	Signalling to p38 via RIT and RIN	0.0628516	189	147	0.777778	268	1
R-HSA-190236	Signaling by FGFR	0.0092167	274	217	0.791971	595	2
R-HSA-194138	Signaling by VEGF	0.0153697	274	228	0.832117	779	2
R-HSA-1963640	GRB2 events in ERBB2 signaling	0.0628516	185	144	0.778378	268	1
R-HSA-1963642	PI3K events in ERBB2 signaling	0.000455205	98	78	0.795918	128	2
R-HSA-198203	PI3K/AKT activation	0.000462302	101	81	0.80198	129	2
R-HSA-202733	Cell surface interactions at the vascular wall	0.0321575	101	81	0.80198	135	1
R-HSA-210993	Tie2 Signaling	0.00651373	18	16	0.888889	27	1
R-HSA-212436	Generic Transcription Pathway	0.187357	541	389	0.719039	855	1
R-HSA-2172127	DAP12 interactions	0.0103414	298	227	0.761745	632	2
R-HSA-2219528	PI3K/AKT Signaling in Cancer	0.000324586	85	67	0.788235	108	2
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	0.0153728	61	43	0.704918	64	1
R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.120138	239	193	0.807531	528	1
R-HSA-2424491	DAP12 signaling	0.010186	282	225	0.797872	627	2
R-HSA-2428924	IGF1R signaling cascade	0.120138	239	193	0.807531	528	1
R-HSA-2428928	IRS-related events triggered by IGF1R	0.120138	239	193	0.807531	528	1
R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	0.0201882	330	242	0.733333	901	2
R-HSA-2586552	Signaling by Leptin	0.0766099	193	152	0.787565	329	1
R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	0.000762537	147	87	0.591837	166	2
R-HSA-2871796	FCERI mediated MAPK activation	0.0961115	248	167	0.673387	417	1
R-HSA-373755	Semaphorin interactions	0.000182764	67	59	0.880597	81	2
R-HSA-375165	NCAM signaling for neurite out-growth	0.00225865	223	164	0.735426	288	2
R-HSA-422475	Axon guidance	1.56227e-10	459	351	0.764706	1042	8
R-HSA-4420097	VEGFA-VEGFR2 Pathway	0.0150737	266	221	0.830827	771	2
R-HSA-449147	Signaling by Interleukins	0.194444	270	217	0.803704	891	1
R-HSA-451927	Interleukin-2 signaling	0.0886249	202	160	0.792079	383	1
R-HSA-512988	Interleukin-3, 5 and GM-CSF signaling	0.123763	211	168	0.796209	545	1
R-HSA-5218921	VEGFR2 mediated cell proliferation	0.0714456	198	157	0.792929	306	1
R-HSA-5654687	Downstream signaling of activated FGFR1	0.00834794	267	213	0.797753	565	2
R-HSA-5654689	PI-3K cascade:FGFR1	0.000455205	98	78	0.795918	128	2
R-HSA-5654693	FRS-mediated FGFR1 signaling	0.0667059	186	145	0.77957	285	1
R-HSA-5654695	PI-3K cascade:FGFR2	0.000455205	98	78	0.795918	128	2
R-HSA-5654696	Downstream signaling of activated FGFR2	0.00834794	267	213	0.797753	565	2
R-HSA-5654700	FRS-mediated FGFR2 signaling	0.0667059	186	145	0.77957	285	1
R-HSA-5654706	FRS-mediated FGFR3 signaling	0.0667059	186	145	0.77957	285	1
R-HSA-5654708	Downstream signaling of activated FGFR3	0.00834794	267	213	0.797753	565	2
R-HSA-5654710	PI-3K cascade:FGFR3	0.000455205	98	78	0.795918	128	2
R-HSA-5654712	FRS-mediated FGFR4 signaling	0.0667059	186	145	0.77957	285	1
R-HSA-5654716	Downstream signaling of activated FGFR4	0.00834794	267	213	0.797753	565	2
R-HSA-5654720	PI-3K cascade:FGFR4	0.000455205	98	78	0.795918	128	2
R-HSA-5654736	Signaling by FGFR1	0.0092167	271	217	0.800738	595	2
R-HSA-5654738	Signaling by FGFR2	0.0092167	273	216	0.791209	595	2
R-HSA-5654741	Signaling by FGFR3	0.0092167	270	216	0.8	595	2
R-HSA-5654743	Signaling by FGFR4	0.0092167	270	216	0.8	595	2
R-HSA-5663202	Diseases of signal transduction	7.32322e-06	180	152	0.844444	507	4
R-HSA-5673001	RAF/MAP kinase cascade	0.0628516	185	144	0.778378	268	1
R-HSA-5683057	MAPK family signaling cascades	0.0879614	225	176	0.782222	380	1
R-HSA-5684996	MAPK1/MAPK3 signaling	0.0700938	191	149	0.780105	300	1
R-HSA-74160	Gene Expression	0.901339	1214	972	0.800659	9298	1
R-HSA-74751	Insulin receptor signalling cascade	0.122485	238	192	0.806723	539	1
R-HSA-74752	Signaling by Insulin receptor	0.133707	262	212	0.80916	592	1
R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	0.00480037	382	236	0.617801	424	2
R-HSA-912526	Interleukin receptor SHC signaling	0.0795164	195	153	0.784615	342	1
R-HSA-983705	Signaling by the B Cell Receptor (BCR)	0.00420449	170	127	0.747059	396	2
WP138	Androgen receptor signaling pathway	0.119711	89	82	0.921348	526	1
WP2005	miR-targeted genes in muscle cell - TarBase	0.0932561	394	313	0.794416	404	1
WP2034	Leptin signaling pathway	0.0810778	76	74	0.973684	349	1
WP2261	Signaling Pathways in Glioblastoma	4.34591e-05	83	79	0.951807	276	3
WP2377	Integrated Pancreatic Cancer Pathway	4.50291e-05	170	154	0.905882	808	4
WP2828	Bladder Cancer	7.22524e-05	31	30	0.967742	51	2
WP2870	Extracellular vesicle-mediated signaling in recipient cells	0.00699458	30	26	0.866667	29	1
WP306	Focal Adhesion	0.000277305	190	172	0.905263	518	3
WP3303	Rac1-Pak1-p38-MMP-2 pathway	3.99423e-07	66	63	0.954545	243	4
WP437	EGF-EGFR Signaling Pathway	2.13231e-06	162	151	0.932099	860	5
WP673	ErbB Signaling Pathway	0.000348977	55	48	0.872727	112	2
WP710	DNA Damage Response (only ATM dependent)	0.00264179	110	95	0.863636	312	2
a6b1_a6b4_integrin_pathway	a6b1 and a6b4 Integrin signaling	0.0239185	45	42	0.933333	100	1
ar_nongenomic_pathway	Nongenotropic Androgen signaling	0.0127471	31	29	0.935484	53	1
ar_pathway	Coregulation of Androgen receptor activity	0.0281642	61	57	0.934426	118	1
ephbfwdpathway	EPHB forward signaling	0.0179917	39	37	0.948718	75	1
erbb_network_pathway	ErbB receptor signaling network	8.55909e-07	15	12	0.8	6	2
her2pathway	role of erbb2 in signal transduction and oncology	0.0203666	28	26	0.928571	85	1
myc_represspathway	Validated targets of C-MYC transcriptional repression	0.0384669	74	62	0.837838	162	1
smad2_3nuclearpathway	Regulation of nuclear SMAD2/3 signaling	0.108096	78	71	0.910256	472	1
tffpathway	trefoil factors initiate mucosal healing	0.0179917	37	33	0.891892	75	1
